filename,dialect,duration,machine_transcript,human_correction
Chittagonian_JvwgOr-K0vQ_seg0014.wav,Chittagonian,18.012,আলা ইথাকটা এশাপ্ত এডামসিটেকেক আডামসিতে কারুলাই? তাও কান গিছিকাম? পাধদা জি ফোআললাঈ ভালল আই নিলা জি? ఇపితి గారనతా యారియారిలో పిరి పార టారిటి ఉలిన సంది? అనుంలిన అనులిన ఇది టారాసి అబారిన డికాయతానన అటారింద మాలలిల౿ పిరికాల మాలల్లి నిగిడిలి టారానను అనికిం దాలలి పారింది నికిలికికూడితాని ఇది శిలారిమ కారిఏషా పరిమ ఆష append కారిమ పంగిడిన ఎస yelling,
Chittagonian_JvwgOr-K0vQ_seg0015.wav,Chittagonian,19.836,শিদাস্ গারি ভারে আস্ পুলে তু ডেতাসে আডানে পুালে ঵ালাগে ভাডি রাজে যানে অই? আএ মানে রাজে উই তু হান রাজে উই? আরান আরভাদা? শাংকষাপ তু তু আরভাদা কিতান উপিতান শাংকষাপ কিপিবা তু তু আমায? তু কিদাম রাজে নি এরে রাজাপ আসে আসে আমায?,
Chittagonian_JvwgOr-K0vQ_seg0016.wav,Chittagonian,19.42,antically bani JB You are not ok 거야 Nothing wrong did not You are not too Mind Heymut Secretary Hey reimburse But they as soon to Okay Now The,
Chittagonian_JvwgOr-K0vQ_seg0017.wav,Chittagonian,19.276,黄,
Chittagonian_JvwgOr-K0vQ_seg0018.wav,Chittagonian,19.944,Frei ho ho. Yes ma'am edition of the review,
Chittagonian_JvwgOr-K0vQ_seg0019.wav,Chittagonian,16.544,इतराcción प्या gambay Daragasping मडम sixteen षानजी माड़ी Cold कोल adjusted घिर Write ईक�ाल Trail,
Chittagonian_JvwgOr-K0vQ_seg0020.wav,Chittagonian,19.704,ಁಁಁ ஂঈોસી ಁ� fautે ા� 마ેન ીરની મેા ૂેનૂ નેને ਸેાੰે ૂને ને ને નેને ને નેને નેને ને ને ને ને ને ને ને ને ને ન�,
Chittagonian_JvwgOr-K0vQ_seg0021.wav,Chittagonian,18.452,ইমানর কিসিদর আগা এডা মানরতর শিশি কিদর বাল মামলা হিযা আযা? তর মাই আএ এপু পা কিড্ন্তায লিকিযি এ? আই কিযাক্যা ওকিযা না? মায আফ্যা ইপা কালা পাশিদ বাযা তুযি এ? আনির কাটা না হিডিলা না এপুদা? আএ কিযাকা না ইরি এডি মামললা বিতা মাশিনা? আএ কিযা হিযা হিযা পাশিদ শি঵া?,
Chittagonian_JvwgOr-K0vQ_seg0022.wav,Chittagonian,18.844,"इतरा इशानर कुन कहूँ? आप जोदि प्रोमान नई, असा असा पून नई, आई, किन्तो मित्ता अफॉराते एक अपराते अण्डरे आर्ज्ट कुछूँ। मुने तायिज्वोन ना? जेल हाडान परिलि हाड़ तुम् लिए, किन्दो आई प्रोमन गरीये रे इसाक जुम। इतर आई शानरो खुन कोछ्छी। अच्यो तीका से, सोलोन। एज अर्लि एस पॉस्छिबिल, आई इतर रे आर्ज्ट कोछ्छुं। सोलोन।",
Chittagonian_JvwgOr-K0vQ_seg0023.wav,Chittagonian,14.584,अशान्नुआ अभाई तो यो गांडा की वद्धे अभुग मेंशे साज़ाता तो दूरियारा फाना लुकारे जेनी तो जास्ता काटे यूँ चीकर ओदेई यूँ रस्ता काटे की विजाइ की कुरिव राजी चीकर थे अर भाई याशान्नुए,
Chittagonian_JvwgOr-K0vQ_seg0024.wav,Chittagonian,19.356,,
Chittagonian_JvwgOr-K0vQ_seg0025.wav,Chittagonian,19.18,"үúa gebe me mo ni ! chainsi kikal绕e hei ay,���中國 anonake 그래 이 vis. se kitgi he 10 Hold 好 Hold Kattain he hay call Justolie hand",
Chittagonian_JvwgOr-K0vQ_seg0026.wav,Chittagonian,15.764,अर आरे जे तुमे भिना अरोना गाला-गाली करो एक हुपाल लाई फोलो युधे कौटा दियात्दे न अरे आर भिफो दश्मे तार आर भिफो दश्मे न अर अर अबू अइ आटमफसत दरी यए जला दश्म सांशर कडिदे आए भिफो दश्म जी,
Chittagonian_JvwgOr-K0vQ_seg0027.wav,Chittagonian,19.796,"अज खातायासना एए हाती के दात्पोले बले समसिक्यो बले तोर मारत दे को बाज्या हुदा री बाज्या हुदा आइ आभा तोर कोट तो कुणा दिरान दे तुआल लाई तुआल लाई बुली आरे आर तेंग बागी जीजे आप तो मुलता सच्टूरोई की ये तेएए लोगु, किको रहे तो ये? आर कारो ले तो तेंग मेंगी दे",
Chittagonian_JvwgOr-K0vQ_seg0028.wav,Chittagonian,17.692,यह है ते लिगा दे? ए? कौल लाई नहूं? तू ही जो दे आर वरा सुझे खुज जाना गईत्या? आए यंगरी फरी देता मुझे या? तोर मातो उपका मुर्को रखा ख़ई ख़टा खई! उपू! आर लिदे फुरा ए उपका था! दिक्किनी हाण डारा कि हद्दे? आए मुर्को! आए? आर फरा लेहाले या बर्खों राजी हद्धा ना? आए? तू यह रए? अशलत!,
Chittagonian_JvwgOr-K0vQ_seg0029.wav,Chittagonian,15.912,तर तर की गरनुसु त्छुइ तर ना अइजे खाता आसु दे अइजे बधिया लोमर गले गले जुत्रा मारो तले तले जुत्रा मारो नुसी इक्कणे आद्दा बसू तर गी दे अजवा जाइलो इन्या भाशा टैंग जुट्रा खुभाई री नो दी त्यार,
Chittagonian_JvwgOr-K0vQ_seg0030.wav,Chittagonian,18.976,override  comercial  are,
Chittagonian_JvwgOr-K0vQ_seg0031.wav,Chittagonian,17.248,जानोद दूलबाय आर पण मिलियरे शाम्रे कुंगरी रे लाश कुंगरी भले इंगे। अने तान्हाता भीश्याश नहाँ गरें। आई जात्ते इतार रहे दम्कि दिला माय फूलिशलो याश्यूं। इतार ऐई डरे ताला बंद गरी रे फाला इंगे। अने खाम गरें। इताला बंगे रे इतार रे आरे आर्श करें। अई अने जी गुते लाई पूर।,
Chittagonian_JvwgOr-K0vQ_seg0032.wav,Chittagonian,17.88,মেটাখারকেত� thankfully দালমা লিকেলা কমতল настро�া঎ে late তালমািঅর হটি� Watts�া� most এলা সকি wavelength এ litembina ই optimized  Alber�ালমের মান্ like and subscribe he,
Chittagonian_JvwgOr-K0vQ_seg0033.wav,Chittagonian,14.332,ఆడారనాని నితర రంధిర గాలి ఉపిశి దాఇన నాని పారి అలి గారి నిసి సాపి లాడి నికాలర బాశారసి అలి ఏడి సాపి కారి అధారి సాపి సాపి నికాలర నికాలర సాపి సాపి పారి,
Chittagonian_JvwgOr-K0vQ_seg0034.wav,Chittagonian,19.9,Österreich Nam?,
Chittagonian_JvwgOr-K0vQ_seg0035.wav,Chittagonian,19.62,ស Grivna អ ស ហ ន ផ Grivna ឨ G observing វ homicidel,
Chittagonian_JvwgOr-K0vQ_seg0036.wav,Chittagonian,18.228,"सुर मुना नहीं ते दूरात आसीला दे? तूइ तो होई उदे तुआं सामाई सुरीलो यारे तुआं फिसी भिसी मारिबाले दूरार! आरे होई उदे बासाओ आरे बासाओ! जानो ना, एत्ते तुनाई रास्ता ए फॉलेट दूले तूँने खुशित दी! आरे हों तूइ बासी आए सो देरे, किजे बाला लागार, किजे बाला लागार? शाम सुरील दे कुरील मेला खाता हुईते आस्वे, तर मिन्तल कुन फ्रोडम दाइए! ए नो नाय!",
Chittagonian_JvwgOr-K0vQ_seg0037.wav,Chittagonian,16.584,अच्छा तीखा से। आई प्रोमिस करें। सकते ना?,
Chittagonian_JvwgOr-K0vQ_seg0038.wav,Chittagonian,19.024,verse mu come on mu,
Chittagonian_JvwgOr-K0vQ_seg0039.wav,Chittagonian,19.688,,
Chittagonian_JvwgOr-K0vQ_seg0040.wav,Chittagonian,19.704,,
Chittagonian_JvwgOr-K0vQ_seg0041.wav,Chittagonian,18.932,तारा रुदेश्याँ दुयान खटा होईतां चाई दिल्लिन लडू खाईना फ़र्स्तान अछ्छुन नहाई फ़र्स्तान अगाई पूर्टू तंकार पदा नाशेमी यवा लडू अभाज्या खडा यवेरी सान दूलाभाई आइस्छी अने सम्पती लोबे शलाने कुन करियारे लाश गुम करियारे एककोन ए पूपू,
Chittagonian_JvwgOr-K0vQ_seg0042.wav,Chittagonian,19.152,unedep rolled unedep,
Chittagonian_JvwgOr-K0vQ_seg0043.wav,Chittagonian,19.48,আই আনিরো ফ্ষনক হছে অনি হাতা জাবাপ নাদন কিলএ আই থাতা জাবাপ দন? বক জান এ জা সানে জা বইন আলরে আরে,
Chittagonian_JvwgOr-K0vQ_seg0044.wav,Chittagonian,18.312,"Okay fine, on your salon. Let's move!",
Chittagonian_JvwgOr-K0vQ_seg0045.wav,Chittagonian,19.696,ওকোক্দো উকোলাড়াদালি সন্সানোক্টুল্যর ওকোত্ আজিযাত্তে উযান দে দারাযর এজোযাযর এজোযাযর এজোযাযর আথাযর আথার আজিক্য,
Chittagonian_JvwgOr-K0vQ_seg0046.wav,Chittagonian,19.384,"ए ! T meaningless ! ते is it you? और पहाँम ह DMises? सोररकोई �從 our daughter's सोरर्या from the younger sister ए ! ए ! ते पराराइन्दी कर सोर्रकोई और ह Of him अन बिस एक पहाँम आ Trail आ""! और ले",
Chittagonian_JvwgOr-K0vQ_seg0047.wav,Chittagonian,19.44,तुद्धाद बैक एमेडिन बच्ये कुली पूरी पूरी देगे। तारफ़ाइ बैक आई छुआई जेलेगे। लो यह रे फोड़ ला बानदी तोरे लोई डेंटीस्टर हाई से देइम दे। तारफ़ाइ तुद्धाद तोर फाडी बाना यान्दियम दे। आर नसीनोश तू आर नसीनोश आर चोरोड़ाइ होता था। मैंडम मैंडम सूर्ण मूहल्ले गरी आनाशाम ने आरे हूँगी दाम्गी दरते। आई आई थार्थाइ।,
Chittagonian_JvwgOr-K0vQ_seg0048.wav,Chittagonian,19.06,आहुम्सा आहुम्मे शुम्� SP,
Chittagonian_JvwgOr-K0vQ_seg0049.wav,Chittagonian,14.028,ಬ್ಶಾದ್ಗೆ ಮಾರೆಯಲಿಯಾರೆ ಆಂಶುೀನುತಿದೀಸ್ಪದ್ಕೆತಿ ತರಿಮೆರೋಬಿನ್ಯಾನತ ವಿಸೆ ಮಾರೆಯಲಿಯಾರೋಮೆ ಬ�,
Chittagonian_JvwgOr-K0vQ_seg0050.wav,Chittagonian,18.588,तहार मला अराल तवा आर भाय लश्ट यॉत्रू वदियों जोधि आयकों गरी थाकि भाय बरिजियों आयता साय भाय लश्ट किन्तो जोधि आर भाय लश्ट पाँन रहा थाए ताँ की हैं द्यों Dislugas creature Sh scholarship,
Chittagonian_JvwgOr-K0vQ_seg0051.wav,Chittagonian,18.236,"ইটাদা লমকা তারকলারি তালতরাㅔ পানতানা ভাপ. আদর একি বিও এর আকাডা এতর্য়. ink 나는 rse korea me sallaksaslu thersend Ça Ram demande ,",
Chittagonian_JvwgOr-K0vQ_seg0052.wav,Chittagonian,19.816,"अनारे अरे अरे पोटे पाटन भुज्येन ना? सलन सलन सलन सलन! अनारा आपारा होईट अफिसार! आर भाई, अर सर्नो किन्दो भाशी आशे! भाशी ता लिए अनार भाई पाटन पाटन! चलन अज़ा ता चलन! पीडि ने ब्याखाटा भाईटे को गई! सलन अदा ना? एए! अटे अटे लूकहे ने उंधे! वो रासूने तले लूकहे ने सोलीवो ना? बारे!",
Chittagonian_JvwgOr-K0vQ_seg0053.wav,Chittagonian,19.5,"बाराण माराण अनेराहाजातु जाम परिको। भाराण चलें। जाम जाम जामाई भो दुई जनी मिली आजोत जायेने सुंधर रोडि संचार गर। पोभाई जाकोता अफिजर मेटाम तोमोरो सास्ती आरे नोई देन। यह तो बरो सास्ती मानी? ऐ, यह तो खई यर की पुझाची सब दे? मानी, एका जो तूट तून आरे का जो तूट जाये थागों. यह रोगा सास्ती नोई ना.",
Chittagonian_JvwgOr-K0vQ_seg0054.wav,Chittagonian,19.916,"क्यो अंधी ते लिग्धि? तमडि याद बसो तूंकि आरुजार गुईज्यो दे कि आजवत ना? याना जवत क्यूए ना? चारि, चारि. ते बुलो गीगुई. क्या खटा हुज्टाम जाय? क्या खटा भारि गीजुए? सहरान जिप्राता. तासले आप ते पूलो गीगोदी फिशला काई आशा खटा भायरी गीगोदी हुणाँ इबाईलो दे माया फूआ अनेईलों दे मरत्छूआ आज अतत",
Chittagonian_JvwgOr-K0vQ_seg0055.wav,Chittagonian,15.948,"अनारारे आइलाद अलदा तइवं फडिवो, तेंषान नहुई जुन. सबं चुडम्। तुमेली तो आओ अर्पन असूविदे नाय, सुलें सुलें. ए गरराजा दुस्टूं, ताना राजा बौत मलह। दर्कार वेने आड्साव्ति आरो भाराई दे।",
Chittagonian_JvwgOr-K0vQ_seg0056.wav,Chittagonian,18.152,মারসেল্ন সাইদা সাইধ্যা আসে্লাল সাইদি হন্সদি লিদি আরে পেলাযো ওরেখাডিধ সাইদে এ,
Chittagonian_JvwgOr-K0vQ_seg0057.wav,Chittagonian,17.896,"ittee था तरस्प्र। लू तरस्प्र। तरस्प्र। इन् टरस्प्र। उस और ज़्यां sports अ 성공 के बहाई थे। इसे अ rooftop settings प्र baba ददमा पर लगा 때�र तरेजम पर तोर इस बन ब्रimately्ग ार। नहां व contour ।ified colour । पोभाझे कोता, फ़ले देकि याक अकण आरे、 खुणिमा न hoyुन। प्लीज, सानोरे अनुरा फ़ल न होुँन।",
Chittagonian_JvwgOr-K0vQ_seg0058.wav,Chittagonian,19.068,ď Zhenn  manipulate We shall discuss later Set windows to事 so It is've Yet to,
Chittagonian_JvwgOr-K0vQ_seg0059.wav,Chittagonian,18.888,,
Chittagonian_JvwgOr-K0vQ_seg0060.wav,Chittagonian,16.164,,
Chittagonian_JvwgOr-K0vQ_seg0061.wav,Chittagonian,19.648,irdi nadi apke തੇੂਹੀੇ ੇੈੂੇ ੁੁੀੁੇ ਹੇੈਸੈੈੈਸੀੈੂਸੈ প�ੈਹੋ ੇੈਸੇ ੈੈੀ ੈੈੁੇ ਹੈੇ ੈੈ୏ ੈੈੈ ਹੈୈ ਹੈ ਹੈ ੇ ਹੈ ੈਹੈ ਹੈ ੈਸੈ ਹ�,
Chittagonian_JvwgOr-K0vQ_seg0062.wav,Chittagonian,18.592,একান দাশনায বআগবিসেসাহানে আনায? লাতে রিষা জাপিলেলা? মিটা মমনলা ধারারা হাছাতে সাডাজালিয আডিল? আনিযতে তানা জাযারা উ঵াজাকচন? বাই নাদে দিলাভাই মিলিআরা শমপত তিলাবা আথি ভায়ায লাশিকমকিকলিআয? নাকিযা নানায? আশাল গতনাল দি হালি রাতি আই শানালার পন দিলাম?,
Chittagonian_JvwgOr-K0vQ_seg0063.wav,Chittagonian,18.512,तर पर सान आरे होई दे। हलो तू जिज्ट लगई दे? आइ आइ किसु नहां जानी। एगिन कि होई ते लगई दे तू? कि यह होतो तोर कुन तो इल्लेका लागे? तू आरे तूलाबा आरे मारियरे कुंगुरे पेलाई भू। अभाई जो होता! तू येकिन आरे कि उन्हाई तले गुद पायनों कोता बात्ता?,
Chittagonian_JvwgOr-K0vQ_seg0064.wav,Chittagonian,17.584,"तु आरा कुन गरी बाल लेली आये वाईस दान्ना। तु तातुनी मोत अहन्ते लेको किल्ले। आए तू एसो नहीं मारे तोभे मारी फाले तफारे। ति गुज्यू, आप ते मातान मुझ्धे होनो बुध्धी नहाई येर। आइ ते एक खाम गरो। तू यहाँ अर्हासे आई जाइट तरीबे ना? आए होनो मिक्का जाइट फाइत तरनो आई डोल लागे।",
Chittagonian_JvwgOr-K0vQ_seg0065.wav,Chittagonian,19.448,আইলিকাই তারাসা এজাইন গন? এ? তাই আই঵ান? আই তাকাসা তাকাসা তালিসিলিযা? আছা একাল তাবাত রাতা গি আবামা জানি লি আরা ইতি রাতি বাযারা তালিলিযা? তাসা রা আরা গিটা তালিমার? আইছা আরা একান থাদা হাতা তালি রাডি দাজজা কি বানডিন? না তাজজা তাকালিআ সিলাসি?,
Chittagonian_JvwgOr-K0vQ_seg0066.wav,Chittagonian,17.432,আজা তौ যাখম গারা তারা তারি রूমা ডাজিদ শিকান ই বানডাগারা তারা তौ ই বাংজাগায তালি তাই লাই তাআডি তাই এও কিযারি তাই কিযাডি তাই �,
Chittagonian_JvwgOr-K0vQ_seg0067.wav,Chittagonian,18.76,আই জাতাই তুলারা রিরা ওতাব এলা উিটা বিটা হাযতা আনশেররাচে আদি মন্য যিদি তারা নিশিরাএ আশান্য কানক্বযে আটি ওকিযে এংন্যে �,
Chittagonian_JvwgOr-K0vQ_seg0068.wav,Chittagonian,17.224,"जायारे साइद्धे अगा खोन्ड़स्मील्केर्खुडा भुज्यणा? माइशे इल्ला खांड़ अगयां देले ना अर अरमेजस्टरा अवी जाया आरे फूलिश्छे इल्ला बूल इन्प्छान दिया रे बिजि राहे पर कोंड़ बाने रहे ना Sorry Madam, I'm very sorry that I didn't come with you. What are you saying? What are you saying? Come here officer.",
Chittagonian_JvwgOr-K0vQ_seg0069.wav,Chittagonian,18.688,有人 বAdha k지kich no nond Jakon to istically Tiki acular tiki mother,
Chittagonian_JvwgOr-K0vQ_seg0070.wav,Chittagonian,19.768,SCN відflkitaan開 hue � heard dua Yes or no?,
Chittagonian_JvwgOr-K0vQ_seg0071.wav,Chittagonian,18.812,আই଴া principio,
Chittagonian_JvwgOr-K0vQ_seg0072.wav,Chittagonian,17.948,"erfolg तुरा। तुरा मासाम में दिठा इंजिव। नाक्के निसेता सुछ देबी। चारी चारी. अइ मया, कुछ आर रदा उन्हों नहीं तुरा दुज़ण दुजण अरे जैत्टे कुछी फाइ जे। तुम ही तेरा शुकर गरत में दे दुकर हागुन और नहीं दाला योग हाँ अपाब दूलाबाई, आइं जाले सामने लोगेर जाइगूई तो तो जेब तो जेब",
Noakhali_wMP0zweZUzA_seg0000.wav,Noakhali,17.344,carbs  carbs He X O I X Y O I Just Check  visão O X I O X O I O I O O,
Noakhali_wMP0zweZUzA_seg0001.wav,Noakhali,9.304,"আরামাসুাভা তামারজাওরাগি তাশাকাল চমপটি আমা মাই নামা লিকি জাচুাচু সাই. এখান আমাডি মা ফানকান কি বুছি যানে চানে, here skhatan Bhagyaye ah tu jhumnu odi tore능āthin",
Noakhali_wMP0zweZUzA_seg0002.wav,Noakhali,15.988,dessus,
Noakhali_wMP0zweZUzA_seg0003.wav,Noakhali,15.984,तुमि जानो जोडि आमार समपद्ट ते अमि तहिक भाइमे भूजे पाई शै शमपद्टिन बर्त्मान भाजार मुल्लो काता 5 थेकए 7 कृटी टाका सरे 7 कृटी टाका? तुमार बागार ऐतो समपद्ट? আরয আমসী দাদী ভাবা আਸল বক সনপাএ আমার দব়েলে পিনাত্ তেে সনপাএ,
Noakhali_wMP0zweZUzA_seg0004.wav,Noakhali,10.74,আমি জিদি তিকাভ আমা সমপত তা ভিজিপাই? 5-7 কিটি কাম আপান আবারান চা ভাডিশি আবারান ভাডিশি আবারান কাডিযা? আমা অমা কাম মান মান জাক দি শান ওসা? আমা আমা কাম মান মান মিলা শারোল মান?,
Noakhali_wMP0zweZUzA_seg0005.wav,Noakhali,18.552,"तुमी जास्थ केसु जीने कर जबा, जे तार से तू ताल मिलिये चुलभाझ। यह जा जा बाले, जे ता सुनबा, देख़़बा सौंपत्टि, शौब अमादेन नमे लिखे दिच्छे। यह तरह पर शौंपत्टि बिक्री करे ताका निये से, ताका सर अमरे ता अभीजाता लक्या बरो फ्लाट किनबो। फ्लाट ता किन्ता अमन नमे होता हवे।",
Noakhali_wMP0zweZUzA_seg0006.wav,Noakhali,16.56,आपका तुमान नमी तो हवे। तुमार जा आमर ता एकी कोथा। तेक अच्छा! एक ता फलाटेर जुन्नो मिशन नौखली तो होते ही पारे। बा! ताले ऐक्छम छुरूल अमदें मिशन नौखली। आज्शा! आज्शा! देख्छानी! देख्छानी!,
Noakhali_wMP0zweZUzA_seg0007.wav,Noakhali,15.18,আমান নাকলি কিতাসুদুদুন ওরে ভাভি আসে স্ক মারে আসে জামি রান এ নি হমায স্দুজা জামি হমায হমায হমায কলজুন থানডা এ জায একান কালা বাতাজ ভায উ কিজা থানডা খিডি দায কিতা শানদুদুদুন জায শিকিগরান তা বাভি এ তায কিপাকন হায,
Noakhali_wMP0zweZUzA_seg0008.wav,Noakhali,29.628,"त्याने कोथाहे देखो तुमी सुन्दर जोई एक टिपा रस्पा तेके उश्टा कहाई तेके एमी जाईते सी? एक रिक्षा नाओनाई तुमी एक टुक-टुक नाओने एक भेन नाओने तुमादे भारी पर जान तो जाये ना? आर कोथाहे तुमी पाईते सो सुगंदो है? चार्पाज तेके एक तो क्यामन भीजाभीज एक तो पचापचा गंदो बेरते से? ओह रे, किसाल लके क्या अगर लेते सो? चारा देन थाकोता डाका सहर, पर्फॉम मरी मरी सहलो, असल ग्रान सुगंदो कुंडा, शेड़ शमंतो तो धारणा नाई, एटा ओचे माति लोता भाता गास्तो रूतर करीब ग्रान.",
Noakhali_wMP0zweZUzA_seg0009.wav,Noakhali,19.432,आपकोल्जा गुद्धा सात्ना भेगुन सात्तो जोईदा टानेल लोगे भुझ्ज़णे सुनो गान चुछो ना ओ अमार देशेर माति तोमार फरे थेकाई माता एइ माति एडर मुद्धे थेकाई लोगे किकोभी गीतिका शुरू कर रा लेक्से भुझजणे आरे एक हो जा थान्ड़ा ये आशो ना खिल्ला ये आर कट दूर आर कट दूर देखियाश्गू,
Noakhali_wMP0zweZUzA_seg0010.wav,Noakhali,17.86,आप ओ अला गू ये देख सब इप फरे गोबरा ने मांद है आइशा दारे सो गया नो? आर शल्म करो सल्म करो तुम गी पाकोल है घेसो नू आहकली यहकोन आइशा पूछाईते पर नहीं गोबरा ने माच्छाने डारा करे बोलते सो शल्म करते एर कोम गोबरा लाएक तो नोगरा मोहिला का मि क्यानो सल्म करबो? उमा उमा उमा उमा आरे क्या कोलो?,
Noakhali_wMP0zweZUzA_seg0011.wav,Noakhali,14.568,আমনੇলੇੇ আমনੇੇ অআমনੇ আআআআআ গੂবলল লা কামতি আনা এ? এ এজ দিকিরੈ শা এগ੍যনੈ কায গাবল আ ত঵াল লা গজিক আরা যাশি এ এ? गोब popula निłbymजे. गबुर!,
Noakhali_wMP0zweZUzA_seg0012.wav,Noakhali,18.596,"बद्दओ फूल। मॉहिले क्यी बाले? पागूल चा गॉलूए कालणा किपा? अओरा अर! मॉहिले पर कोरीओं ना! हिड्या अरा मा! जा उजार शाल। शाल। शाल। शाल। शाल।। आम्मा? आमि, आमि, अमि शॉइती आम्मा, ласிולם धर्गीं। मल beleza। � thanking youॐ � Nous जurities半91 उनस्त्तपा थोय तो piss out इसकी दुर। क्रोण तो ये धर्गो पाता रहाती। helemaal यայाशाथ खلىट। इनका वाश हौ Paige आयामा तुम प electronically जर्जार нек Otto या क्रो घर ग़त programm कुाश करणा chuck पासज़ーーाρο Lance",
Noakhali_wMP0zweZUzA_seg0013.wav,Noakhali,8.404,"आर हुतरे आर कोल जात्तून कारी नी अई धाका सहरे आजकाय रख से सक्यान ए तो आज सोके सामने तून सहर सोके सामने तून सहर, मेदास खाराब करी चेकोले हम",
Noakhali_wMP0zweZUzA_seg0014.wav,Noakhali,20.732,অমা জাওন আনা তুএনা গতুিগুস্ কানুতুযকাগুবাসে খুাযান ভিংগুলায় ইমাডু একান যানুন আনব আনব ওাবাগাবুুল আনব আনব যানাকাগুান আন�,
Noakhali_wMP0zweZUzA_seg0015.wav,Noakhali,14.764,"এটুলা তুযা শানূদ কাসে, আএকুনাসরাকে এমে আশান্ড্কারি আনাসে নাউআযে? तुइ जा, तोर बोरेल है ते धाका सोली जा यहां तानोल डरकां नाई एगा ममा, अमने गिन किया कणाम्मा अनेक्कुस्तोक करी अनेक्कुस्तोक बरे साल यानना दर आईसी आर मा आरे ही रही तो ना",
